,covariate,coef,exp(coef),se(coef),coef lower 95%,coef upper 95%,exp(coef) lower 95%,exp(coef) upper 95%,z,p,-log2(p)
0,tri-SNP 101,-0.3426723854466199,0.709870737453304,0.10472882467782416,-0.5479371099583649,-0.13740766093487491,0.5781412228528001,0.8716148303799456,-3.271996859515785,0.001067907622770032,9.870997429711172
1,FDR-T1D,0.7702824359947115,2.160376335665633,0.0986399216604688,0.5769517421023402,0.9636131298870827,1.7806024143971375,2.621149940024236,7.809033330806182,5.762826026017139e-15,47.302144956456026
2,rs428595 (PPIL2),0.6910045716224491,1.9957193696210784,0.10319931316675086,0.4887376345863472,0.893271508658551,1.6302569404702292,2.4431092445660334,6.695825295909813,2.1445781242089436e-11,35.44051517131474
3,rs1004446 (INS),-0.17944493427130664,0.8357339699761608,0.05153235896924106,-0.2804465018894088,-0.07844336665320453,0.7554463579139806,0.9245544190599487,-3.482179699524619,0.0004973498143394064,10.973451441468843
4,rs2476601 (PTPN22),0.3234238875303678,1.3818509761748639,0.06555878173881277,0.1949310364519726,0.451916738608763,1.2152271772220713,1.5713211127490108,4.933341940655544,8.083445920461369e-07,20.238526228589674
5,rs2292239 (ERBB3),0.17265675179699758,1.1884580989575424,0.04929961252288891,0.07603128680035548,0.2692822167936397,1.0789963319720168,1.3090245176240378,3.502192876603973,0.00046144544035358053,11.08155230065891
6,rs3184504 (SH2B3),0.23590169185841828,1.2660498410417933,0.049474551050292366,0.13893335364855694,0.33287003006827964,1.149047517626981,1.394965983053713,4.76814214278806,1.8593258493437965e-06,19.036788942672466
7,rs9934817 (RBFOX1),0.3770816617687942,1.458023369277117,0.15900681510869985,0.0654340308593232,0.6887292926782652,1.0676223048643203,1.991183713259306,2.3714811312396553,0.0177169512849563,5.818725822026608
8,rs11705721 (PXK/PDHB),0.16140738897064918,1.175163620006142,0.05059417762913547,0.06224462299012157,0.2605701549511768,1.0642226462147437,1.297669748616939,3.190236436963058,0.0014215644018354943,9.458304825038812
9,Male,0.17166515522765896,1.187280212074624,0.06920835175394084,0.036019278360555435,0.3073110320947625,1.0366758317087448,1.359763832499572,2.4804109746463374,0.013123102958759753,6.251747304123294
10,AMR,-0.06753539307474975,0.9346946383133867,0.14536751969225828,-0.35245049619349306,0.21737971004399353,0.7029633683119483,1.2428159222431894,-0.4645837888527063,0.6422295436526784,0.6388390618684624
11,AFR,0.10315959866291138,1.1086683369410943,0.41860058015986357,-0.7172824623579931,0.9236016596838158,0.4880768225024325,2.518344294723411,0.24643921569223515,0.8053422523593581,0.3123260683718693
12,DR3/DR3,0.28814633208285495,1.3339524898883413,0.2201383623385513,-0.14331692971633425,0.7196095938820442,0.8664794123000198,2.0536313038943566,1.308932841245153,0.19055710087704839,2.3917047254713206
13,DR3/DR4,0.6062943415921301,1.8336240094143235,0.1348805281976161,0.3419333641090634,0.8706553190751969,1.4076664932778518,2.3884755543705456,4.4950472072873,6.95545146190093e-06,17.13342440959515
14,DR4/DR4,0.03859826573912922,1.0393528561166945,0.11997053469910858,-0.19653966147713645,0.27373619295539486,0.8215687460190316,1.3148678850703335,0.32173121371789654,0.7476563289664413,0.4195528280258471
15,DR1/DR4,-0.6096388919875997,0.5435471128573359,0.268988096870625,-1.136845874123996,-0.08243190985120341,0.32082936380394006,0.9208741381792347,-2.2664158714830314,0.023425932737681614,5.415749697739239
16,DR4/DR13,-0.043410887794802296,0.9575178768187818,0.34830080219650617,-0.7260679158863638,0.6392461402967592,0.483807627128342,1.89505173754595,-0.12463619813976344,0.9008115698559731,0.15070273764390596
17,SWE,0.2248562448513039,1.252142701292927,0.08604727482492247,0.05620668522663577,0.39350580447597205,1.057816296144763,1.482167886915012,2.6131710191730235,0.008970640116826105,6.800573349637837
18,FIN,0.2960259836727666,1.3445050915585166,0.0966983688956211,0.10650066327358107,0.48555130407195213,1.1123786642568199,1.6250706700083062,3.061333785188303,0.002203532976273857,8.825965797690134
19,GER,-0.014588705219729334,0.985517194335669,0.15347544391968848,-0.31539504781361555,0.2862176373741569,0.7295006297088162,1.3313821822455802,-0.09505563135796105,0.9242706394837475,0.11361273992262987
